MovieID,Title,Genres,AvgRating,NumRatings,WeightedRating,tmdb_id,imdb_id,poster_url,backdrop_url,overview
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,4.219009123455364,43295,4.190402467487507,85.0,82971,https://image.tmdb.org/t/p/w500/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime."
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,4.2741796572216,11611,4.169883034141888,346.0,47478,https://image.tmdb.org/t/p/w500/lOMGc8bnSwQhS4XyE1S99uH8NXf.jpg,https://image.tmdb.org/t/p/original/qvZ91FwMq6O47VViAr8vZNQz3WI.jpg,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food."
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.190671901948552,54502,4.168487123795571,11.0,76759,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,https://image.tmdb.org/t/p/original/yUiXA68FfQeA8cRBhd0Ao0jIRZt.jpg,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,4.187185880702848,51334,4.163755694077755,603.0,133093,https://image.tmdb.org/t/p/w500/dXNAPwY7VrqMAo51EKhhCJfaGb5.jpg,,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth."
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,4.188202061218635,45313,4.161718892749756,1891.0,80684,https://image.tmdb.org/t/p/w500/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,https://image.tmdb.org/t/p/original/k9pshruhCpJAdH9RaGJO6jaWQ4X.jpg,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair."
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,4.220129171151776,20438,4.161432274620748,155.0,468569,https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg,https://image.tmdb.org/t/p/original/dqK9Hag1054tghRQSqLSfrkvQnA.jpg,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker."
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,4.17705650958151,63299,4.158173526728236,274.0,102926,https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out."
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,4.233538107122288,15627,4.15713919153986,213.0,53125,https://image.tmdb.org/t/p/w500/kNOFPQrel9YFCVzI0DF8FnCEpCw.jpg,https://image.tmdb.org/t/p/original/OR8oloCZ3klJtB7Y0i8pSqWw5a.jpg,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase."
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.174231169217055,67310,4.1565066559057255,680.0,110912,https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,https://image.tmdb.org/t/p/original/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,4.19707174832642,24349,4.148514847271024,194.0,211915,https://image.tmdb.org/t/p/w500/nSxDa3M9aMvGVLoItzWTepQ5h5d.jpg,https://image.tmdb.org/t/p/original/6n53UI4mX9QMfe2S0Pgt8mGebY1.jpg,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?"
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,4.235410064157069,12937,4.144442533877714,598.0,317248,https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,,"The lives of five loveable, 20-somethings are followed in the northern town of Runcorn in Cheshire, England, where the friends meet often at a local pub to chat about life and love."
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,4.1767323390413065,32586,4.140768537527703,2493.0,93779,https://image.tmdb.org/t/p/w500/2FC9L9MrjBoGHYjYZjdWQdopVYb.jpg,https://image.tmdb.org/t/p/original/2CisgvF2HcIVnbMZbSjASCtSgEb.jpg,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing."
4226,Memento (2000),Mystery|Thriller,4.1785467923660615,30443,4.140081640435422,77.0,209144,https://image.tmdb.org/t/p/w500/nzlv62aC0octS5AklAiWpXLX9Z0.jpg,,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why."
1213,Goodfellas (1990),Crime|Drama,4.183632507763387,26406,4.1393251744716695,769.0,99685,https://image.tmdb.org/t/p/w500/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg,https://image.tmdb.org/t/p/original/gILte6Zd7m1YneIr6MVhh30S9pr.jpg,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway."
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,4.174146075581396,33024,4.138741632463479,762.0,71853,https://image.tmdb.org/t/p/w500/7nTkHjETdGMYK1phHwDbPsrzbYl.jpg,https://image.tmdb.org/t/p/original/1KgXxv6tHXOnakqYvMPvFwYKWiw.jpg,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place""."
1203,12 Angry Men (1957),Drama,4.224137931034483,12934,4.13421090930512,389.0,50083,https://image.tmdb.org/t/p/w500/zhG3vKWyDRaZYoaww1UVAi29T9h.jpg,https://image.tmdb.org/t/p/original/qqHQsStV6exghCM7zbObuYBiYxw.jpg,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other."
2858,American Beauty (1999),Comedy|Drama,4.155933936470536,44987,4.130199118073774,14.0,169547,https://image.tmdb.org/t/p/w500/wby9315QzVKdW9BonAefg8jGTTb.jpg,,"Eizan Kaburagi and his friends experience their first year at a ninja school, where they learn only the finest forms of education there are… such as how to pass through walls, disappear into clouds of smoke and fly over rooftops."
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,4.199673416067929,15310,4.124549299858268,829.0,71315,https://image.tmdb.org/t/p/w500/kZRSP3FmOcq0xnBulqpUQngJUXY.jpg,https://image.tmdb.org/t/p/original/pyvkujOZ5qvY2NlQVC71flfgVWE.jpg,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together."
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,4.203809594534383,13466,4.118955628122628,129.0,245429,https://image.tmdb.org/t/p/w500/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,,"Soccer Aid is a biennial British charity event that has raised £6.5 million in aid of UNICEF UK through ticket sales and donations. The event is a football match between two teams of celebrities and former professional players, representing England and the Rest of the World. Television coverage began on ITV on 22 May 2006 in a show presented by Ant & Dec. Soccer Aid was initiated by Robbie Williams and Jonathan Wilkes. The event returned on 7 September 2008 and again on 6 June 2010. England beat Rest of the World in 2012."
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,4.175837188808107,18156,4.113319055351312,637.0,118799,https://image.tmdb.org/t/p/w500/74hLDKjD5aGYOotO6esUVaeISa2.jpg,https://image.tmdb.org/t/p/original/6aNKD81RHR1DqUUa8kOZ1TBY1Lp.jpg,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.
1207,To Kill a Mockingbird (1962),Drama,4.188943056401923,14769,4.112190114905337,595.0,56592,https://image.tmdb.org/t/p/w500/pKUaZNOb2FDdzSz7kWyAuBMhA8I.jpg,,A building contractor navigates the ups and downs of life and work with his eccentric family members and employees.
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,4.137925065906852,37553,4.107892915316619,120.0,120737,https://image.tmdb.org/t/p/w500/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,,"Andy Capp is a British sitcom based on the cartoon Andy Capp. It starred James Bolam and ran for one series in 1988. It was written by Keith Waterhouse. Unusually, for a sitcom, there was no studio audience during the filming of Andy Capp. It was made for the ITV network by Thames Television.

Andy Capp is a slothful man from Hartlepool, whose life consists of drinking, sleeping, watching TV, betting, going to the pub and occasionally playing football. His wife, Flo, is constantly annoyed by her lazy husband and frequently uses a rolling pin as a weapon."
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,4.14238211356367,31577,4.106716332247027,122.0,167260,https://image.tmdb.org/t/p/w500/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​"
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,4.181067767274664,15022,4.106147332023948,531.0,108598,https://image.tmdb.org/t/p/w500/mV8SDTjkxrDxu0a0egvFz1lRPU7.jpg,https://image.tmdb.org/t/p/original/9AbessEz2YKjmPtYKATDeYRW3Px.jpg,"Wallace rents out Gromit's former bedroom to a penguin, who takes up an interest in the techno trousers created by Wallace. However, Gromit later learns that the penguin is a wanted criminal."
2329,American History X (1998),Crime|Drama,4.151207688017504,23309,4.103099060534658,73.0,120586,https://image.tmdb.org/t/p/w500/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg,https://image.tmdb.org/t/p/original/6qHI1IYj7QlLSCwHRzkL62X175s.jpg,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did."
1234,"Sting, The (1973)",Comedy|Crime,4.173556210639153,14926,4.098813310870413,9277.0,70735,https://image.tmdb.org/t/p/w500/ckmYng37zey8INYf6d10cVgIG93.jpg,https://image.tmdb.org/t/p/original/1r9lH3DaSWKGyvZaoo6BF5STOk5.jpg,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.
541,Blade Runner (1982),Action|Sci-Fi|Thriller,4.133705693507174,30526,4.097229036690093,78.0,83658,https://image.tmdb.org/t/p/w500/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,https://image.tmdb.org/t/p/original/hJ5R9d6QuH3tzr8L8neZZTuzNXm.jpg,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans."
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,4.187211791831357,12144,4.095691453450978,963.0,33870,https://image.tmdb.org/t/p/w500/bf4o6Uzw5wqLjdKwRuiDrN1xyvl.jpg,,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette."
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,4.256934865900383,6525,4.088152401327047,599.0,43014,https://image.tmdb.org/t/p/w500/zt8aQ6ksqK6p1AopC5zVTDS9pKT.jpg,https://image.tmdb.org/t/p/original/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.
608,Fargo (1996),Comedy|Crime|Drama|Thriller,4.112359031244223,43272,4.08694568837674,275.0,116282,https://image.tmdb.org/t/p/w500/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!"
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,4.246001523229246,6565,4.079928536896406,1092.0,41959,https://image.tmdb.org/t/p/w500/vqnFHTx1phgTAsLfxZoejSbMVHA.jpg,,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna."
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.156172003137702,14023,4.078554828587041,27205.0,1375666,https://image.tmdb.org/t/p/w500/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,4.167315497390872,12073,4.077301151042854,532.0,112691,https://image.tmdb.org/t/p/w500/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,https://image.tmdb.org/t/p/original/aD8ZhhrlJ6PXDiyyIvaMltxfbSz.jpg,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot."
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,4.107520546734616,33947,4.075575815161662,121.0,167261,https://image.tmdb.org/t/p/w500/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,https://image.tmdb.org/t/p/original/kWYfW2Re0rUDE6IHhy4CRuKWeFr.jpg,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard."
1204,Lawrence of Arabia (1962),Adventure|Drama|War,4.162102116658588,12378,4.074598756650137,947.0,56172,https://image.tmdb.org/t/p/w500/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,https://image.tmdb.org/t/p/original/z30x999Uku15xcFbe5s3hLvQPDl.jpg,"During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks."
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,4.148006243791684,14094,4.071456008113493,426.0,52357,https://image.tmdb.org/t/p/w500/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,,Maggie Pesky is an unusual young teen fly with big dreams. Maggie gets the community's attention with her antics in a conventional world of upstanding flies. Maggie is always plotting to make even mundane tasks fun and exciting.
923,Citizen Kane (1941),Drama|Mystery,4.1304433442106445,17774,4.069862677403216,15.0,33467,https://image.tmdb.org/t/p/w500/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event."
111,Taxi Driver (1976),Crime|Drama|Thriller,4.110575548384461,24481,4.066761992845134,103.0,75314,https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg,,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city."
1208,Apocalypse Now (1979),Action|Drama|War,4.108899956691208,23090,4.062683977621147,28.0,78788,https://image.tmdb.org/t/p/w500/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,https://image.tmdb.org/t/p/original/49fzLedFVKgGgFChLMuulDJBY1c.jpg,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory."
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,4.139729650308551,13612,4.061454790774366,387.0,82096,https://image.tmdb.org/t/p/w500/u8FhQPncOAkwcei2OI9orPWhV6K.jpg,https://image.tmdb.org/t/p/original/zGgIlpKE2xP18bhCGsnn79vh80j.jpg,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits."
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,4.105628131710809,22352,4.058157970002528,38.0,338013,https://image.tmdb.org/t/p/w500/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,https://image.tmdb.org/t/p/original/W1ffLQGHoxfAOq0ZYdPtJlvAdb.jpg,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake."
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,4.089361317170255,27635,4.051299131767949,500.0,105236,https://image.tmdb.org/t/p/w500/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg,,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel."
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,4.2347902097902095,5720,4.0509763439875215,582.0,405094,https://image.tmdb.org/t/p/w500/cVUDMnskSc01rdbyH0tLATTJUdP.jpg,,"In 1984 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria."
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,4.123240894039735,14496,4.050732096302555,429.0,60196,https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,https://image.tmdb.org/t/p/original/Adrip2Jqzw56KeuV2nAxucKMNXA.jpg,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold."
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,4.083376807273812,26836,4.044520368416491,2118.0,119488,https://image.tmdb.org/t/p/w500/lWCgf5sD5FpMljjpkRhcC8pXcch.jpg,https://image.tmdb.org/t/p/original/hUn13Hom8OWMYpR1ay0diwswwdP.jpg,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,4.137655906089509,10904,4.042299113281063,5925.0,57115,https://image.tmdb.org/t/p/w500/gBH4H8UMFxl139HaLz6lRuvsel8.jpg,,"Easy Money is a comedy-drama television series that aired on The CW from October 5, 2008 to August 16, 2009. The series was created by Diane Frolov and Andrew Schneider. The show—along with Valentine, Surviving Suburbia, and In Harm's Way—are shows programmed by Media Rights Capital, an independent producer of television programming. The Sunday night block was sold to the producers on a leased-time basis from The CW after the network had no ratings success with the night.

Production of the series was put on hold in mid-October and was expected to resume within four to six weeks. Two weeks later, MRC decided to cancel both Easy Money and Valentine. On November 20, 2008, The CW announced that it was ending its Sunday Night agreement with MRC, removing the current shows and programming the night itself. On July 6, 2009, The CW announced that beginning July 26, the series would begin burning off the remaining episodes Sundays at 7 p.m."
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,4.154010989010989,9100,4.040078044554671,11216.0,95765,https://image.tmdb.org/t/p/w500/9JhfVOveaY00o8njQu2Xrp4YWud.jpg,,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist."
48516,"Departed, The (2006)",Crime|Drama|Thriller,4.109930812775176,14309,4.03769694851702,1422.0,407887,https://image.tmdb.org/t/p/w500/nT97ifVT2J1yMQmeq20Qblg61T.jpg,,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them."
